Plot ID,Year,Biomass,Shadow,,,,
7608605402,1987,14.99386645,11.15466454,0,0.25,0.48,84.8
7608605501,1976,5.593960019,4.140317525,0,0.125,0,103
7608605501,1987,6.612684814,4.737471456,0,0.125,0,114
7608605501,1997,12.89910041,10.27542072,0.38,0.5,0.75,43.33
7608605502,1976,7.426553161,5.230425043,1,0.125,0,41.33
7608605502,1987,1.019852723,0.798014799,1,0.125,0,52
7608605502,1997,11.30107533,7.490009276,1,0.125,0,55
7608605601,1976,5.578656752,5.382377596,0.6,0.5,0.72,28.4
7608605601,1988,9.630156257,8.662904043,0.6,0.5,0.72,40.4
7608605602,1976,5.257873422,5.452246617,0.9,0.25,0.32,33.75
7608605602,1988,6.066263805,6.052517008,0.3,0.375,0.56,38
7608605701,1976,17.53922484,11.52471902,0.4,0.375,0.56,72.33
7608605701,1987,9.488619445,4.987592497,1,0.125,0,NA
7608605701,1997,19.37129111,12.24803931,0.5,0.375,0.63,30
7608605702,1976,3.764012356,3.986655945,1,0.25,0.32,34.2
7608605702,1987,2.460915959,2.782948436,1,0.125,0,45
7608605702,1997,4.355247913,4.384658035,1,0.125,0,50
7608605801,1976,6.1835982,5.754895087,0.8,0.375,0.64,41
7608605801,1987,14.19507708,10.70669856,0.4,0.375,0.64,55.75
7608605801,1997,18.97011598,14.90120227,0.8,0.25,0.32,53
7608605802,1976,8.31869442,8.551314672,0.8,0.375,0.56,45.25
7608605802,1987,10.94088704,10.84422492,0.8,0.375,0.56,56.25
7608605802,1997,24.33256294,22.55527808,0.78,0.375,0.49,74
7608605901,1987,9.41395207,8.204482843,0.4,0.375,0.64,57.6
7608605901,1997,25.52749445,21.15181555,0.56,0.375,0.64,56.86
7608605902,1987,42.399624,23.64865286,0.63,0.375,0.63,88
7608605902,1997,48.56635324,27.01819948,0.5,0.375,0.63,87.25
7608606001,1976,8.431181125,7.762297394,0.8,0.25,0.32,36.4
7608606001,1987,15.27464124,12.52243858,0.8,0.25,0.32,47.4
7608606001,1997,40.37533617,31.55626776,0.78,0.375,0.37,57.38
7608606002,1976,37.25193672,24.19986414,0.1,0.25,0.32,76.2
7608606002,1987,48.71978745,30.75096447,0.1,0.25,0.32,87.2
7608606002,1997,65.07303205,42.39481268,0.29,0.375,0.57,96.71
7608606101,1976,4.886467914,5.327286627,1,0.125,0,54.2
7608606101,1987,6.965369025,7.047773561,1,0.25,0.32,72.6
7608606101,1997,1.786054324,1.701788174,1,0.125,0,56
7608606102,1976,16.28764159,13.45722576,0.5,0.5,0.72,30.4
7608606102,1987,23.9898947,18.77973717,0.5,0.5,0.72,41.4
7608606102,1997,12.45316293,8.843357125,0.8,0.25,0.32,43
7608606201,1976,6.233696646,4.842073925,0.5,0.25,0.5,50.75
7608606201,1987,3.866516096,3.635853143,0.67,0.25,0.44,56
7608606201,1997,7.346514764,7.093163291,0.83,0.375,0.5,61
7608606202,1997,1.333279104,1.302931571,0,0.125,0,27
7608606301,1976,32.51344532,19.56684436,0.5,0.25,0.5,59
7608606301,1987,45.01821795,26.52720624,0.5,0.25,0.5,70
7608606301,1997,45.24749181,24.82587046,0.67,0.25,0.44,78.5
7608606302,1976,5.696725119,5.647025361,0.6,0.25,0.48,35.6
7608606302,1987,54.38098529,30.09515072,0.4,0.25,0.48,48
7608606302,1997,95.14740561,56.60536723,0.33,0.25,0.44,53.8
7608606401,1976,23.12382024,16.97927785,0.6,0.375,0.56,73
7608606401,1988,28.20688219,20.37174553,0.5,0.5,0.72,86.5
7608606402,1976,13.96643777,11.49777672,0.5,0.375,0.64,63
7608606402,1988,19.43137326,15.2950826,0.5,0.375,0.64,75
7608606501,1976,5.823903998,5.645567662,0.25,0.375,0.63,41.33
7608606501,1987,9.510061742,8.475916448,0.2,0.5,0.72,50.75
7608606501,1997,25.03771235,20.57763294,0.17,0.5,0.72,65.38
7608606502,1976,7.063975025,5.562880944,0.2,0.25,0.32,40
7608606502,1987,9.56647283,7.182032664,0.2,0.25,0.32,51
7608606502,1997,29.28510815,21.68774612,0.3,0.25,0.42,66.11
7608606601,1976,15.36149031,14.49752018,0.92,0.375,0.61,58.75
7608606601,1987,7.353766237,7.900125347,1,0.25,0.48,74.8
7608606601,1997,12.10912935,11.70079901,1,0.25,0.48,84.8
7608606602,1976,6.898440598,6.719741022,0.7,0.375,0.56,44
7608606602,1987,5.47148013,4.412555378,0.5,0.25,0.5,83.5
7608606602,1997,6.990050234,5.628577929,0.5,0.25,0.5,93.5
7608606701,1976,12.84707451,8.435804593,0.5,0.25,0.5,49.5
7608606701,1987,60.50822791,33.65364528,0.6,0.25,0.48,60.5
7608606701,1997,38.05031139,22.50546499,0.83,0.375,0.5,63
7608606702,1976,16.61286331,9.32731319,0.5,0.25,0.5,71.5
7608606702,1987,18.22000828,9.731397404,0,0.125,0,92
7608606702,1997,25.34646587,15.6048185,0,0.25,0.32,44.8
7608606801,1976,5.832511432,5.847031716,0.9,0.25,0.32,35.8
7608606801,1987,11.46413116,10.31623629,0.8,0.375,0.64,45.5
7608606801,1997,18.24266417,16.17854871,0.63,0.5,0.66,58.38
7608606802,1976,6.074705376,6.314450437,1,0.125,0,36.4
7608606901,1976,15.9329573,12.64835362,0.3,0.5,0.72,50
7608606901,1987,9.841787256,8.065800377,0.5,0.375,0.64,68
7608606901,1997,13.21616305,10.44471487,0.38,0.375,0.63,78
7608606902,1976,5.599309784,5.060025057,0.7,0.375,0.56,80.4
7608606902,1987,7.46402931,6.615138553,0.8,0.25,0.32,85.75
7608606902,1997,18.24655884,13.4482785,0.5,0.25,0.5,99.67
7608607001,1976,5.584150006,5.538753512,0.6,0.25,0.48,35.33
7608607001,1988,4.188881129,3.866471176,0.5,0.25,0.5,49.5
7608607001,1997,1.930288811,1.776583212,0,0.125,0,45
7608607002,1976,18.04016891,14.16496375,0.1,0.375,0.56,33.8
7608607002,1988,18.41811681,14.10384093,0,0.25,0.32,40
7608607101,1976,7.037974102,7.931390477,0,0.125,0,61
7608607102,1976,10.17555396,10.65226104,0,0.125,0,56.2
7608607201,1976,11.06303682,9.229948951,0.4,0.5,0.72,65.8
7608607201,1987,15.4602773,11.62680822,0.38,0.5,0.75,66.75
7608607201,1997,38.73713734,27.57142138,0.17,0.5,0.62,77.78
7608607202,1976,6.543407352,6.802226679,0.8,0.5,0.72,49
7608607202,1987,10.7843728,7.987838614,0.38,0.5,0.75,53.67
7608607202,1997,21.71959586,16.24303933,0.56,0.375,0.59,65.14
7608607301,1976,16.51716088,15.80517671,1,0.25,0.48,38.67
7608607301,1987,19.57254981,18.64351771,1,0.125,0,79
7608607301,1997,14.82276192,15.23350738,1,0.125,0,71.25
7608607302,1976,40.19807392,35.83436297,1,0.25,0.48,40
7608607302,1987,46.27655223,40.56937142,1,0.25,0.48,51
7608607302,1997,53.99887802,47.1524406,1,0.125,0,NA
7608607401,1976,4.366892626,3.254840786,1,0.25,0.5,55
7608607401,1987,10.27803591,7.451355119,0.67,0.375,0.67,67
7608607401,1997,15.41147808,10.62355945,0.67,0.375,0.67,77
7608607402,1976,28.35986429,18.19746182,0.8,0.25,0.32,53.5
7608607402,1987,50.20426077,31.02908338,0.6,0.25,0.48,79.25
7608607402,1997,88.826776,52.77081463,0.33,0.25,0.44,94
7608607501,1976,10.20019795,8.205488153,0.8,0.25,0.32,40.6
7608607501,1987,13.37634858,9.952314199,0.6,0.25,0.48,56.4
7608607501,1997,14.04169239,9.956687296,0.5,0.25,0.5,58.33
7608607502,1976,4.543857535,4.645988278,0.8,0.375,0.56,35.6
7608607502,1987,7.759789186,6.945985959,0.6,0.375,0.64,52.2
7608607502,1997,11.44867387,10.02087632,0.67,0.5,0.72,58.4
7608607601,1976,12.84714998,11.99480181,0.4,0.25,0.48,70.25
7608607601,1987,9.066635419,9.017677818,0,0.125,0,89.5
7608607602,1976,9.478694752,9.215020102,0.8,0.25,0.32,62.2
7608607701,1976,17.85410879,16.26962977,0.2,0.375,0.56,59.4
7608607701,1987,8.04593926,6.055683734,0.25,0.25,0.38,50.75
7608607701,1997,9.234076296,6.925075518,0.5,0.25,0.5,60.25
7608607702,1976,12.53655032,10.37529823,0.2,0.25,0.32,48.67
7608607702,1987,2.815947539,3.036990185,0.67,0.25,0.44,38.5
7608607702,1997,8.118787602,8.273145492,1,0.125,0,46.83
7608607801,1976,10.6188946,7.942398618,0.2,0.25,0.32,81
7608607801,1987,14.15664327,10.14799772,0.2,0.25,0.32,81.8
7608607801,1997,16.11532658,12.10865313,0.5,0.375,0.61,69
7608607802,1976,2.841497319,3.35481883,1,0.25,0.32,40.2
7608607802,1987,7.25139504,7.188516912,1,0.25,0.32,51.2
7608607802,1997,13.24291363,12.71782051,1,0.25,0.22,53.75
7608607901,1976,26.24941513,16.66823504,0.8,0.375,0.56,48.8
7608607901,1988,48.2436511,29.31322087,0.2,0.375,0.56,63.2
7608607901,1997,74.90256547,43.36825402,0.2,0.25,0.32,73.5
7608607902,1976,14.67663745,10.21600692,0.8,0.375,0.56,40.5
7608607902,1988,16.41158503,11.06257818,0.8,0.25,0.32,50.6
7608607902,1997,42.7802922,27.97610877,0.67,0.25,0.44,59.6
7608608001,1976,34.29686463,20.11629634,0.5,0.25,0.5,76.67
7608608001,1987,49.25084439,25.06236955,0,0.125,0,113.5
7608608002,1976,4.182472086,4.087337706,0.75,0.375,0.63,63
7608608002,1987,3.760601298,3.581164298,0.75,0.25,0.5,49
7608608002,1997,12.48987483,11.12581215,0.9,0.25,0.32,53.2
7608608101,1976,9.869003488,7.938176317,0.4,0.375,0.56,50.8
7608608101,1997,24.12952963,16.99018546,0.06,0.25,0.22,66.5
7608608102,1976,2.152250473,2.037058942,0.33,0.25,0.44,41.67
7608608102,1987,12.03872592,8.638826877,0.2,0.25,0.32,56.6
7608608102,1997,26.76338933,18.21470288,0,0.125,0,74
7608608201,1976,7.117076899,5.532068203,0,0.125,0,39.75
7608608201,1987,9.019216255,6.796596945,0,0.125,0,50.75
7608608201,1997,18.81525661,13.58540274,0,0.125,0,60
7608608202,1976,5.642702214,4.440553251,0.25,0.25,0.38,44
7608608202,1987,8.799773606,6.640019967,0.4,0.25,0.48,55
7608608202,1997,20.50846073,14.59880513,0.13,0.25,0.22,64.29
7608608301,1976,9.115378638,8.515927772,0.6,0.5,0.72,69.4
7608608301,1987,13.96166402,11.75443228,0.25,0.25,0.5,89
7608608301,1997,39.54970994,31.26020407,0.43,0.375,0.57,93.14
7608608302,1976,17.2596757,13.42560877,0.8,0.375,0.56,65.2
7608608302,1987,14.82453857,10.07747525,0.2,0.25,0.32,74.25
7608608302,1997,14.49083184,9.7372282,0.5,0.25,0.5,85.5
7608608401,1976,32.94775038,21.32055677,0.2,0.25,0.32,71.6
7608608402,1976,5.072188745,4.429344049,0.4,0.25,0.48,41.4
7608608402,1987,6.168837981,5.220020088,0.4,0.25,0.48,53.6
7608608402,1997,18.72881726,14.6158954,0.38,0.25,0.47,67.5
7608608501,1976,10.72970096,7.589635462,0.25,0.25,0.38,46.75
7608608501,1987,15.47769956,10.63512051,0.2,0.25,0.32,57.75
7608608501,1997,5.575722963,4.201138758,0.33,0.25,0.44,69
7608608502,1976,9.8078861,8.581222634,0.6,0.375,0.64,35.4
7608608502,1987,13.4674714,11.17376542,0.6,0.375,0.64,46.4
7608608601,1976,15.62660076,13.45933691,0.6,0.375,0.64,59
7608608601,1987,6.276203458,4.545859437,0.25,0.25,0.5,76
7608608601,1997,3.515912074,3.041865936,0.5,0.125,0,82
7608608602,1976,8.339185175,6.831330393,0.7,0.5,0.72,48
7608608602,1987,20.33278074,13.97807669,0.5,0.375,0.63,72.33
7608608602,1997,4.761156134,3.780818794,0.33,0.375,0.67,65
7608608701,1976,5.313293155,4.968441348,0.6,0.25,0.48,50.5
7608608701,1987,9.859220296,7.611048557,0.4,0.375,0.56,65.67
7608608701,1997,30.55284628,21.5740456,0.22,0.375,0.37,70.43
7608608702,1976,13.0048885,9.445185747,0.2,0.25,0.32,59
7608608702,1987,13.0593578,8.968870035,0,0.125,0,68.25
7608608702,1997,30.80062721,21.07315007,0.11,0.25,0.2,71.43
7608608801,1976,8.931953807,8.474659811,0.7,0.375,0.56,60
7608608801,1987,12.92058189,11.48656752,0.7,0.375,0.56,71
7608608801,1997,10.87552287,9.032606667,0.13,0.25,0.38,79
7608608802,1976,15.09014636,10.67075874,0.2,0.375,0.56,65.8
7608608802,1987,30.53376616,20.28161952,0,0.25,0.48,80.6
7608608802,1997,28.65915788,21.65673232,0,0.125,0,79
7608608901,1976,56.62402051,27.39071697,0.8,0.375,0.56,71.5
7608608901,1984,53.25148967,27.13682601,0.6,0.25,0.48,89.75
7608608901,1989,55.63230235,33.74980315,0.5,0.25,0.5,94.33
7608608901,1997,63.55246896,38.63078256,0.64,0.25,0.46,92
7608608901,2007,58.56348092,32.99556959,0.78,0.25,0.35,91
7608608902,1976,15.33550428,10.78782705,0.8,0.375,0.56,43
7608608902,1984,4.961913441,4.777181187,1,0.25,0.48,52.4
7608608902,1989,67.10410921,43.35518499,0.5,0.375,0.62,57.4
7608608902,1997,76.02009435,49.53839225,0.58,0.375,0.63,65.17
7608609001,1976,7.331146404,6.329479817,1,0.25,0.32,42
7608609001,1987,1.428705851,1.452672443,1,0.125,0,69
7608609001,1997,2.77042974,2.477284037,1,0.125,0,79
7608609002,1976,30.95466933,22.47364694,0.4,0.25,0.48,77.33
7608609002,1987,25.22344092,16.98063502,0,0.125,0,90.5
7608609002,1997,45.74653675,32.15005391,0,0.125,0,75
7608609101,1976,2.313496662,2.165688312,0.67,0.25,0.44,44.67
7608609101,1987,5.868684754,5.504271391,0.8,0.375,0.56,58.4
7608609101,1997,15.05468269,12.85936811,0.57,0.375,0.61,61.86
7608609102,1976,2.677729826,2.914342407,0.75,0.25,0.38,47.25
7608609102,1987,55.97163805,35.32698319,0.9,0.25,0.32,55.75
7608609102,1997,72.29389506,46.35764279,0.69,0.375,0.53,70.57
7608609201,1976,14.93564269,11.33737957,0.38,0.375,0.63,74
7608609201,1987,21.52608465,16.11848146,0.3,0.375,0.56,82.5
7608609201,1997,23.46578933,16.46249843,0.13,0.25,0.38,91.33
7608609202,1976,8.753711654,7.496996178,0.4,0.25,0.48,56.4
7608609202,1987,9.418184278,8.230922487,0.6,0.25,0.48,72.8
7608609301,1976,3.646904322,3.566084653,0.6,0.375,0.64,43.8
7608609301,1984,5.239350412,4.958488782,0.6,0.375,0.64,51.8
7608609301,1997,15.15836883,13.37810789,0.56,0.5,0.69,60.25
7608609301,2007,18.86766435,16.88910157,0.7,0.5,0.7,66.11
7608609302,1976,10.39966421,9.55541795,0.8,0.25,0.48,50.8
7608609302,1984,14.33764961,12.55289947,0.8,0.25,0.48,58.8
7608609302,1997,27.03907655,21.55665374,0.69,0.375,0.53,70.5
7608609302,2007,41.617622,32.86286871,0.77,0.375,0.43,69.71
7608609401,1976,2.903704125,3.231819195,1,0.125,0,69.2
7608609401,1984,3.04015986,3.413830507,1,0.25,0.32,74.6
7608609401,1997,12.78328124,12.16248746,1,0.125,0,88.25
7608609401,2007,20.11301719,18.22912907,1,0.125,0,95.22
7608609402,1976,4.500885569,4.643977659,1,0.125,0,51.2
7608609402,1984,5.981780428,5.973901794,1,0.125,0,59.2
7608609402,1997,19.24178586,17.7300431,1,0.125,0,76.89
7608609501,1976,13.3207199,11.15044224,0.5,0.375,0.64,70
7608609501,1987,21.58377564,16.55373028,0.1,0.375,0.64,83.2
7608609501,1997,30.87766675,25.01320991,0.36,0.5,0.73,96.57
7608609502,1976,20.48459775,16.3176333,0.7,0.375,0.56,49.2
7608609502,1987,24.76231843,19.0951028,0.7,0.375,0.56,60.2
7608609502,1997,56.02131947,39.72300123,0.56,0.375,0.64,89.2
7608609601,1976,3.977406395,4.053207443,0.4,0.375,0.64,34.25
7608609601,1987,7.074951905,6.634792357,0.6,0.375,0.56,49
7608609601,1997,12.68448685,11.32782913,0.5,0.375,0.59,52.63
7608609602,1976,7.059249516,6.810218891,0,0.125,0,45
7608609602,1987,9.740855751,8.701206341,0,0.25,0.32,61
7608609602,1997,28.42493895,24.15025211,0,0.25,0.18,63.56
7608609701,1976,4.382678965,3.717383755,0,0.125,0,33.6
7608609701,1984,6.465422379,5.176842038,0,0.125,0,43.4
7608609701,1997,16.77239154,12.89058298,0,0.125,0,64.56
7608609701,2007,20.07097132,15.76139548,0.17,0.375,0.37,73.8
7608609702,1976,3.403409404,3.426246081,0.4,0.375,0.56,36.6
7608609702,1984,4.91377952,4.613768104,0.4,0.375,0.56,44.6
7608609702,1997,14.12870505,12.65262618,0.56,0.375,0.64,62.88
7608609702,2007,17.37204511,14.93673997,0.71,0.375,0.57,68.2
7608609801,1976,10.72815308,8.800832527,0,0.25,0.48,44.25
7608609801,1987,15.32960557,11.82626165,0,0.25,0.48,55.25
7608609801,1997,31.60163095,24.27747404,0,0.25,0.44,62.86
7608609802,1976,4.11950949,3.742818089,0,0.25,0.32,41.8
7608609802,1987,7.130376837,5.991645509,0,0.25,0.32,52.8
7608609802,1997,13.9161759,11.24901285,0,0.25,0.2,60.44
7608609901,1976,7.759777546,5.559060767,0,0.125,0,35.67
7608609901,1987,14.44964015,9.402711414,0,0.125,0,46.67
7608609901,1997,26.190446,19.59675232,0.63,0.375,0.59,41.71
7608609902,1976,5.321818352,5.302958134,1,0.125,0,64.4
7608609902,1987,6.667696243,6.501639094,1,0.125,0,79.2
7608609902,1997,15.7182378,14.57648726,1,0.125,0,95.88
7608610001,1976,2.520201498,3.015878682,1,0.25,0.48,33
7608610001,1987,4.164439493,4.582905098,1,0.25,0.48,44
7608610002,1976,5.61499729,5.350609811,1,0.25,0.5,56.5
7608610002,1987,8.727119809,8.274150802,1,0.25,0.48,65.8
7608610002,1997,17.409712,16.07017633,1,0.25,0.47,71.13
7608610101,1976,43.80451665,26.14538964,0.6,0.25,0.48,69.75
7608610101,1987,52.95251786,30.71683421,0.6,0.25,0.48,80.75
7608610101,1997,68.88446072,42.97914892,0.67,0.25,0.44,81.29
7608610102,1976,6.366425693,5.635715628,0.5,0.375,0.63,59.5
7608610102,1987,13.0876142,10.43335487,0.4,0.375,0.56,80
7608610102,1997,18.67127027,15.89927369,0.6,0.5,0.7,53.13
7608610201,1976,3.145975271,3.475506254,1,0.25,0.32,31
7608610201,1987,5.59353835,5.699854383,1,0.25,0.32,42
7608610201,1997,10.99364566,10.98723022,1,0.25,0.2,48.22
7608610202,1976,16.92228244,11.75604077,0.25,0.25,0.38,37.33
7608610202,1987,9.073087982,7.929178796,0.2,0.375,0.56,48.5
7608610202,1997,22.45366037,17.51882754,0.2,0.375,0.62,51.67
7608610301,1976,8.557568162,8.71156103,0,0.25,0.48,41.2
7608610301,1987,12.61545622,12.02667013,0,0.25,0.48,55.75
7608610301,1997,25.61027251,23.48604402,0,0.25,0.47,67.38
7608610302,1976,5.11957501,5.425857238,0.8,0.25,0.32,46.6
7608610302,1987,6.358429592,6.533406879,0.8,0.25,0.32,57.6
7608610302,1997,31.04423616,27.46139023,0.5,0.25,0.5,86.25
7608800101,1976,33.4702347,20.20989067,1,0.375,0.56,60.6
7608800101,1986,39.2924434,23.14288157,1,0.375,0.56,76.4
7608800101,2007,48.38166741,24.44435545,1,0.25,0.48,80.5
7608800102,1976,39.78877111,21.34996208,1,0.25,0.48,85.33
7608800102,1986,1.584459578,1.146103266,1,0.125,0,82
7608800102,2007,7.629018581,4.169220177,1,0.125,0,103
7608800201,1976,5.26276834,5.042683466,0.3,0.375,0.56,46.6
7608800201,1986,30.35851811,18.95626954,0.2,0.25,0.32,64.5
7608800201,2007,25.4158168,17.34470791,0.42,0.375,0.61,74.5
7608800202,1976,9.475067735,7.066070196,1,0.25,0.32,37.33
7608800202,1986,26.0853998,14.80725609,1,0.25,0.32,53
7608800202,2007,74.93732942,39.48308408,1,0.25,0.44,NA
7608800301,1976,16.75402814,11.92940642,0.4,0.5,0.72,61.4
7608800301,1986,20.9677956,14.59825221,0.4,0.375,0.64,73
7608800301,2007,27.07465504,19.18025253,0.86,0.5,0.69,74
7608800302,1976,23.21863603,17.12258474,0.2,0.375,0.56,60
7608800302,1986,29.06046895,20.55089171,0.2,0.375,0.56,70
7608800302,2007,25.79195547,16.24620605,0.5,0.375,0.63,NA
7608800401,1976,18.22406363,13.33784524,0.83,0.5,0.67,62.2
7608800401,1984,19.3133191,13.63194858,0.8,0.5,0.72,68
7608800401,1997,54.973477,35.25510356,0.8,0.375,0.46,54
7608800401,2007,62.95488842,38.64425371,0.8,0.375,0.46,NA
7608800402,1976,22.74039142,13.22856808,1,0.25,0.32,90
7608800402,1984,39.94945708,21.11527254,1,0.25,0.32,98
7608800402,1989,76.51228241,39.83388688,1,0.25,0.2,103
7608800402,1997,87.67235801,43.85557787,1,0.25,0.2,117
7608800402,2007,63.5531789,31.04607312,1,0.125,0,NA
7608800501,1976,16.57621962,11.64726627,0,0.25,0.32,59.33
7608800501,1984,13.59025282,10.46200619,0,0.25,0.48,63.25
7608800501,1997,29.51059484,20.85891858,0,0.25,0.2,77
7608800501,2007,42.63768856,29.03716284,0.09,0.375,0.31,80.75
7608800502,1976,12.09980651,10.24480904,0,0.125,0,49.75
7608800502,1984,19.5162794,15.8156822,0,0.125,0,59.33
7608800502,1997,32.74431279,26.02213868,0.13,0.25,0.22,75.43
7608800502,2007,25.20809769,19.34014703,0.73,0.25,0.4,79
7608800601,1976,14.27659528,12.44729169,0.8,0.25,0.32,42.2
7608800601,1984,19.18218469,15.90917599,0.8,0.25,0.32,50.2
7608800601,2007,17.87030695,10.93480332,0.67,0.375,0.67,NA
7608800602,1976,52.21737166,30.90075561,0.6,0.375,0.64,47.5
7608800602,1984,58.53246498,34.30744841,0.8,0.5,0.72,59.25
7608800602,2007,79.95589492,45.2293335,0.5,0.5,0.72,82
7608800702,1976,8.789267309,7.067829488,0.5,0.375,0.63,48
7608800702,1984,11.4510068,9.207279218,0.4,0.375,0.64,58.2
7608800702,2007,32.06786134,20.3912988,0.78,0.25,0.35,81
7608800801,1976,9.110041026,7.757723235,0.5,0.375,0.64,49.33
7608800801,1984,12.11334191,9.722500413,0.6,0.375,0.64,57.33
7608800801,1989,46.77056507,30.29807247,0.63,0.375,0.66,62.33
7608800801,2007,50.97215827,33.65771679,0.5,0.5,0.69,81.5
7608800802,1976,12.05703263,8.249520715,0.6,0.375,0.64,40.4
7608800802,1984,15.6706867,10.34297753,0.6,0.375,0.64,48.4
7608800802,1989,18.23464168,11.83641528,0.4,0.375,0.56,54
7608800802,2007,56.25523802,34.23345762,0.67,0.375,0.64,72.4
7608800901,1976,10.12913242,9.522393528,1,0.375,0.64,41.33
7608800901,1984,12.73221709,11.20392471,1,0.375,0.63,47
7608800901,1989,17.81221745,12.16178375,1,0.25,0.22,50.67
7608800901,2007,51.86376764,33.41714619,0.95,0.5,0.48,89.67
7608800902,1976,12.00766605,9.100867192,1,0.25,0.44,41.6
7608800902,1984,13.71073724,9.686460062,1,0.25,0.32,49.6
7608800902,1989,52.42052914,30.04694612,1,0.25,0.2,55
7608801001,1976,4.909970571,4.930792502,1,0.25,0.48,61.6
7608801001,1984,5.960165021,5.641747486,1,0.25,0.38,73.25
7608801001,2007,20.60483546,18.24657119,1,0.25,0.22,90.25
7608801002,1976,8.791497372,6.425637684,1,0.25,0.48,38.4
7608801002,1984,11.10764522,7.920281805,1,0.25,0.48,46.4
7608801002,2007,49.58491496,28.91924002,0.86,0.375,0.57,69.67
7608801101,1976,11.88455429,9.954274553,0.75,0.25,0.38,51.33
7608801101,1984,17.00325992,14.01145297,0.8,0.375,0.56,59.33
7608801101,2007,46.12291077,34.5245953,0.7,0.625,0.76,81.67
7608801102,1976,8.806258962,6.728085092,1,0.125,0,52
7608801102,1984,11.56137081,8.439976628,1,0.125,0,60
7608801102,2007,37.57603009,24.54704783,1,0.125,0,NA
7608801201,1976,9.568686825,8.532716444,1,0.25,0.38,60
7608801201,1984,17.04588842,13.88543741,0.6,0.375,0.64,66.5
7608801201,1997,34.39994368,26.28693724,0.43,0.375,0.57,79.5
7608801202,1976,7.976411831,8.046950821,1,0.375,0.5,69.5
7608801202,1984,7.626714739,7.608334221,1,0.375,0.56,75.2
7608801202,1997,29.38933637,25.58146119,1,0.375,0.37,84.67
7608801301,1976,4.970531153,4.890931974,0.5,0.25,0.5,40.67
7608801301,1984,5.520889864,5.9000618,0.8,0.375,0.56,57.5
7608801301,1997,13.91767722,14.10640447,0.89,0.375,0.49,61.11
7608801301,2007,18.08237302,17.64172664,0.89,0.375,0.49,77.22
7608801302,1976,11.87914393,10.53257893,0.7,0.25,0.48,67.25
7608801302,1984,16.74457323,13.81692555,0.7,0.25,0.48,75.25
7608801302,1997,38.69408098,28.31122875,0.44,0.375,0.66,76.4
7608801302,2007,24.24632917,20.01129175,0.5,0.375,0.59,70.5
7608801401,1976,16.78645699,10.1487517,1,0.25,0.32,61.2
7608801401,1984,29.95217792,16.65576921,1,0.25,0.32,93
7608801401,1997,76.06631165,39.57954354,1,0.25,0.2,106
7608801402,1976,19.77608689,11.37145957,1,0.25,0.32,63.5
7608801402,1984,26.46669947,14.20241154,1,0.125,0,67
7608801402,1997,40.98975749,21.86231814,1,0.125,0,72.2
7608801501,1976,22.73367653,12.55134124,1,0.125,0,57.4
7608801501,1984,27.98978716,15.15594774,1,0.125,0,65.4
7608801501,1989,74.2786112,38.23423817,1,0.125,0,70.4
7608801501,1997,88.3021878,46.33411854,0.92,0.25,0.15,83.33
7608801502,1976,7.833488216,7.388473001,0.6,0.5,0.72,42.6
7608801502,1984,6.004266501,5.842256495,0.6,0.5,0.72,48.6
7608801502,1989,13.55647633,13.35553869,0.8,0.625,0.6,56.7
7608801502,1997,17.82508157,16.13150022,0.7,0.5,0.66,66.88
7608801601,1976,23.61578328,15.12226987,0.67,0.375,0.61,46.4
7608801601,1984,27.77110937,16.83878583,0.8,0.375,0.56,57.25
7608801601,1989,62.42348295,37.17921596,0.56,0.25,0.49,63.33
7608801601,1997,74.59358211,43.73966567,0.6,0.25,0.48,71.33
7608801602,1976,21.36915711,15.80035122,0.75,0.5,0.72,50.2
7608801602,1984,16.68450113,11.66013423,0.8,0.375,0.64,58.2
7608801602,1989,96.78411803,49.93855576,0.57,0.375,0.65,63.2
7608801602,1997,105.5546196,54.41540069,0.57,0.375,0.65,77.5
7608801701,1976,15.86726858,9.866209428,1,0.25,0.38,47.25
7608801701,1984,39.07387406,21.07928246,1,0.25,0.32,55.25
7608801701,1997,43.01648631,23.80920081,1,0.125,0,74.33
7608801702,1976,0.40220488,0.522962079,1,0.125,0,61
7608801702,1984,26.26634457,14.45816231,0.67,0.375,0.67,77.67
7608801702,1997,35.56426578,19.09897325,0.67,0.375,0.67,90.67
7608801801,1976,43.8325904,23.28352439,1,0.375,0.5,62.67
7608801801,1983,47.66640886,25.09051822,1,0.375,0.5,69.67
7608801801,1989,114.7907001,55.01903887,1,0.25,0.2,75.67
7608801801,1995,120.2357379,57.35869601,1,0.25,0.2,81.67
7608801801,2006,49.68958503,30.57759882,1,0.375,0.5,80
7608801802,1976,27.08581796,14.81896795,1,0.125,0,64.33
7608801802,1983,32.07360233,17.13510085,1,0.125,0,71.33
7608801802,1989,83.12043618,42.09141023,1,0.125,0,77.33
7608801802,1995,98.82237561,47.99378424,1,0.125,0,87
7608801802,2006,88.61240437,42.08080421,1,0.125,0,114.33
7608801901,1976,6.733474962,6.658869523,0.4,0.25,0.48,42.5
7608801901,1984,9.108924478,8.478630784,0.4,0.25,0.48,50.5
7608801901,1997,31.45510266,25.42277306,0.11,0.25,0.2,63.5
7608801901,2007,44.15715,33.32571328,0.11,0.25,0.2,73.5
7608801902,1976,11.66163725,9.372853717,0.67,0.25,0.44,30.5
